sgRNA	Gene	D0R1	D0R2	IVR1	IVR2	XENOR1	XENOR2	XENOR3	XENOR4	XENOR5
RNMTL1_9335	RNMTL1	0	23	721	796	315	0	86	2	34
JADE3_5367	JADE3	0	24	448	32	1	9	5	0	167
USP22_11865	USP22	0	3	637	470	0	7	10	0	48
ERBB4_3268	ERBB4	0	22	769	613	128	18	0	0	1
RNMT_9330	RNMT	0	28	952	837	909	83	25	6744	66
TH_10946	TH	0	3	416	613	15	13	2869	20	811
FDPS_3623	FDPS	0	13	639	231	21	14	0	0	1
GUCY1A2_4452	GUCY1A2	0	3	1178	1059	27	2206	0	14	52
METTL4_6886	METTL4	0	24	936	714	270	11	186	8	15
ITGB3_5324	ITGB3	0	2	379	16	0	0	0	0	3
SCN1A_9645	SCN1A	0	3	329	356	28	0	0	0	0
BRD4_1294	BRD4	0	1	822	490	71	43	431	1	2
MORF4L1_7164	MORF4L1	0	29	540	328	311	3	0	0	8
SETD2_9868	SETD2	0	1	492	346	1	11	0	0	116
RAMP1_9071	RAMP1	0	16	1088	709	0	536	33	2	25
NSUN6_7746	NSUN6	0	17	1678	1534	223	23	19	0	119
SCN9A_9735	SCN9A	0	24	922	873	240	490	1407	161	76
LCK_6334	LCK	0	34	1720	444	5	49	7	0	10
PPP3R2_8520	PPP3R2	0	47	780	238	0	0	0	0	11
ONECUT2_7800	ONECUT2	0	36	632	798	78	11439	3	29	94067
CTRL0064_2702	CTRL0064	0	1	916	1037	28	18	19	0	99
TRIM37_11195	TRIM37	0	6	1014	991	504	749	0	2	30
CREBBP_2539	CREBBP	0	2	1117	486	64	0	0	3	150
ALKBH4_518	ALKBH4	0	28	379	135	0	1	64	0	336
PRKCB_8678	PRKCB	0	11	896	752	116	6	0	0	2
NSUN5P1_7720	NSUN5P1	0	11	1134	549	112	15	2355	11	85
F10_3399	F10	0	11	587	495	413	13	26222	148	1
PGF_8189	PGF	0	16	332	251	31	7	12	1159	167
MAVS_6656	MAVS	0	24	2739	1501	3135	124	40	274	185
GSG2_4405	GSG2	0	27	1007	559	0	102	16	6	2
KIAA1456_6141	KIAA1456	0	19	1817	1255	293	15	209	2	4
TAAR1_10620	TAAR1	0	29	807	850	6	14	0	0	2
CKM_2400	CKM	0	1	3052	1720	460	153	2951	983	206
HDAC1_4553	HDAC1	0	34	1332	538	0	2199	188	5	12584
F11_3407	F11	0	17	730	918	58	24	0	0	12
NSUN5P1_7710	NSUN5P1	0	7	592	277	15	0	15	0	0
CCNB1_1891	CCNB1	0	25	664	336	27	3	331	0	12
TUBB_11607	TUBB	0	27	360	239	0	39	8	0	0
CHRM2_2283	CHRM2	0	2	303	100	0	0	0	0	1
IL6_5168	IL6	0	27	353	407	0	0	0	170	12
F9_3469	F9	0	8	883	984	57	0	100	0	85
PDXK_8160	PDXK	0	2	524	267	0	10	4714	6	5
KCNQ1_5803	KCNQ1	0	18	528	87	4426	780	20	16	0
AR_764	AR	0	10	799	344	7	3	17	16	1
CACNB3_1735	CACNB3	0	1	1607	908	67	14	2589	6	63
IGF1R_5062	IGF1R	0	33	1175	459	82	1	204	14	370
SOAT1_10396	SOAT1	0	21	748	596	216	6	154	33	96
MMP28_7116	MMP28	0	2	917	430	8	1	0	0	1
SLC12A2_10092	SLC12A2	0	30	543	529	236	433	0	113	107
THRB_10968	THRB	0	32	894	486	269	53	137	22	19
MMP8_7142	MMP8	0	12	634	471	50	3	153	0	14
DDB2_2859	DDB2	0	2	885	408	29	945	9	130	1
FCGR2C_3586	FCGR2C	0	7	693	424	8	16	119	474	29
HSF4_4844	HSF4	0	12	291	183	0	2	24	0	0
ACE2_183	ACE2	0	3	276	351	20	42	0	4	1
DRD1_2984	DRD1	0	37	568	119	697	46	8687	15	0
AMY2A_642	AMY2A	0	11	1036	389	81	5	0	44	41
NSUN5_7707	NSUN5	0	2	745	444	0	0	15	0	0
NCOA1_7411	NCOA1	0	30	844	708	0	1	55	0	2
FSHR_3774	FSHR	0	17	1345	1320	0	176	1	218	1
ITGA2B_5276	ITGA2B	0	1	814	417	1	0	0	7	128
PDCD1_7999	PDCD1	0	14	465	290	90	4	1574	3	0
FFAR1_3629	FFAR1	0	16	1283	480	124	8	9	2	6
HPD_4780	HPD	0	20	545	308	0	1	0	1	87
HAT1_4471	HAT1	0	1	1067	530	165	0	8	38	92
KAT2B_5471	KAT2B	0	32	1343	665	2029	124	14	716	1
TADA2B_10664	TADA2B	0	24	531	284	0	0	3	0	11
TYW3_11716	TYW3	0	21	902	491	15	71	52	0	0
DDR2_2883	DDR2	0	13	304	189	0	0	4	0	0
CYSLTR2_2827	CYSLTR2	0	30	426	312	1	16	0	0	1
RSAD1_9479	RSAD1	0	1	596	666	2297	3	50	36081	1
RAG1_9058	RAG1	0	2	852	558	27	18	15	51	61
ALPPL2_627	ALPPL2	0	5	274	643	0	0	0	0	236
IFNAR1_5008	IFNAR1	0	33	401	220	18	4	0	0	0
YTHDC2_12299	YTHDC2	0	9	913	428	1813	22	961	94	0
GABRR3_4122	GABRR3	0	13	567	609	521	1	9	0	242
MMP24_7068	MMP24	0	24	464	57	2098	0	0	0	8
PLK1_8362	PLK1	0	11	177	110	0	1	1145	3	0
USP7_11930	USP7	0	7	946	1440	1	5	0	0	0
RC3H1_9152	RC3H1	0	2	428	168	0	0	0	1	618
AOC3_671	AOC3	0	44	813	637	18	6	0	0	21
NCOA2_7426	NCOA2	0	41	379	186	8	217	2	3	0
RTF1_9501	RTF1	0	14	232	101	0	0	1	0	0
RPS8_9442	RPS8	0	33	436	28	354	3	0	13	1
RNF20_9244	RNF20	0	2	768	435	79	4	2429	91	0
CA14_1559	CA14	0	6	1975	1542	1176	6455	257	641	25
MSL1_7254	MSL1	0	18	1416	526	3345	14	73	7	1
GRIN2C_4357	GRIN2C	0	25	199	62	0	1	669	1	0
ELP3_3152	ELP3	0	9	1008	714	36	2489	11	46	95
FCGR3A_3594	FCGR3A	0	25	1088	951	15747	100	44	197	19
SHMT1_9953	SHMT1	0	10	734	724	161	0	41	0	16
MAVS_6629	MAVS	0	15	1466	941	2	390	863	520	49
PLAT_8303	PLAT	0	2	804	486	51	0	202	12	17
SRC_10421	SRC	0	11	845	268	0	6	591	3	7
VAMP1_11957	VAMP1	0	3	637	444	17	146	21	23	57
PDE5A_8086	PDE5A	0	53	1394	996	239	43	0	0	570
FLT4_3742	FLT4	0	2	605	456	78	9	19	0	9
CASR_1822	CASR	0	1	220	120	1	4	0	0	3
SLC25A4_10184	SLC25A4	0	2	152	33	0	3	0	0	0
SCN2B_9675	SCN2B	0	27	511	938	224	711	574	0	0
PRDM4_8564	PRDM4	0	30	277	520	33	0	209	2	1
ADORA3_306	ADORA3	0	5	1316	607	17	1	855	0	531
POLE4_8447	POLE4	0	21	747	537	252	11	47	0	17
STAT3_10496	STAT3	0	4	645	149	36	2	0	0	0
DRD2_3000	DRD2	0	26	1696	1084	61	548	33	2	1
YTHDF3_12448	YTHDF3	0	3	607	742	3185	57	2857	4083	114
STAT3_10491	STAT3	0	4	704	174	0	0	127	0	66
DR1_2977	DR1	0	1	565	195	0	7	2	0	0
BRD1_1240	BRD1	0	33	1786	1190	38	886	54	4	39
FTSJ1_3856	FTSJ1	0	1	604	240	4	3	0	16	1
MMP11_6955	MMP11	0	12	1011	711	18	36	92	7	9
KCNB2_5624	KCNB2	0	19	760	422	2040	9	1992	13	32
PDE3A_8039	PDE3A	0	30	584	184	0	196	0	1	1
JMJD6_5409	JMJD6	0	19	458	434	3	0	0	0	0
CNR2_2459	CNR2	0	11	479	365	1	66	35	0	1
HTR2C_4921	HTR2C	0	14	292	739	4655	1	0	0	0
AURKC_1026	AURKC	0	50	874	327	0	7	2	71	6
METAP2_6809	METAP2	0	12	1277	381	52	155	995	18	150
CD247_1935	CD247	0	26	1566	892	4542	2	56	217	2
LPL_6416	LPL	0	1	883	368	6	15	278	1	0
SCN1A_9642	SCN1A	0	4	660	340	0	144	8	0	112
CD3D_2005	CD3D	0	1	457	121	0	6	26	25	1
KDM5D_6048	KDM5D	0	16	264	146	7625	0	3	0	0
POLE4_8449	POLE4	0	1	907	839	429	22	131	0	0
TUBA4A_11596	TUBA4A	0	22	539	0	0	1636	54	3	1
DRD3_3011	DRD3	0	3	194	382	1657	3858	85	0	1
TAF10_10694	TAF10	0	27	424	324	43	35	97	9	2
HRH1_4793	HRH1	0	10	651	310	13	2	754	171	2
SIGMAR1_9972	SIGMAR1	0	1	342	160	16	0	15	608	0
EDNRA_3055	EDNRA	0	26	975	1114	1055	1232	1640	270	2
KIAA1456_6143	KIAA1456	0	1	680	588	126	266	587	0	23
LCK_6335	LCK	0	26	801	459	182	6	6	38	1
ASH2L_875	ASH2L	0	2	1431	425	59	0	0	0	1
KCNB1_5608	KCNB1	0	3	363	230	0	0	15	0	0
CTRL0082_2720	CTRL0082	0	1	489	622	112	48	199	3	3
PTGER3_8958	PTGER3	0	1	1363	602	230	20	772	10	305
EPHA2_3232	EPHA2	0	17	408	119	3	2	0	0	1
YTHDF3_12429	YTHDF3	0	17	1558	825	990	103	3369	5	622
NSUN5P2_7729	NSUN5P2	0	30	1020	927	68	397	457	1	19
TAF9_10747	TAF9	0	3	1156	1504	496	22	122	0	4
FTSJ1_3852	FTSJ1	0	43	1372	1358	126	25	1509	4	16
CXCR4_2758	CXCR4	0	3	867	194	0	1	0	1	1
GRIN2D_4363	GRIN2D	0	10	1182	514	76	0	3	0	0
SLC8A1_10299	SLC8A1	0	1	366	229	0	3	5	0	1
EP300_3202	EP300	0	16	973	199	0	11	0	0	22
POLA1_8398	POLA1	0	6	372	100	0	12	0	334	1
DR1_2976	DR1	0	11	1291	643	16	69	1164	22	79
METTL3_6844	METTL3	0	2	643	177	57	9	0	4	154
PDE7B_8107	PDE7B	0	21	774	511	15	17	0	2	41
ATP1A1_944	ATP1A1	0	13	568	89	89	0	22	4	80
F10_3398	F10	0	11	530	485	0	519	1	0	40
PTGIR_8991	PTGIR	0	1	192	394	0	0	6	0	1
PHB_8201	PHB	0	29	818	81	0	15	0	0	7
RPS6KA4_9421	RPS6KA4	0	34	1070	1032	72	24	0	0	204
FADS2_3492	FADS2	0	72	1434	621	9	556	0	63	335
RRM2B_9464	RRM2B	0	25	938	927	212	231	5364	51	1674
PLG_8347	PLG	0	1	699	336	20	0	184	0	0
CHRM3_2297	CHRM3	0	1	363	207	0	0	0	1	12
TCF3_10841	TCF3	0	15	522	304	137	3	167	1	0
KIAA1456_6195	KIAA1456	0	1	439	460	0	30	180	3	10
NR3C2_7584	NR3C2	0	38	893	863	35	96	302	0	3
TUBD1_11643	TUBD1	0	1	1290	443	0	11	0	0	1
HDAC9_4654	HDAC9	0	12	1718	899	23	753	0	5	131
CCKBR_1863	CCKBR	0	11	1123	1303	0	386	2	0	2
KDM4D_6017	KDM4D	0	30	954	944	39	0	47	7	5
U2AF1_11730	U2AF1	0	45	414	114	10	17	14	798	1
SLC6A4_10264	SLC6A4	0	4	1356	736	14	7	0	33	15
TADA1_10644	TADA1	0	12	496	198	327	72	0	0	0
PBX1_7963	PBX1	0	25	948	439	20	0	0	0	0
PRDM4_8568	PRDM4	0	1	814	590	0	6	0	0	0
WDR92_12139	WDR92	0	1	743	215	9	0	5	0	189
KCNK3_5764	KCNK3	0	34	224	247	8	1	4	3410	0
ALKBH4_504	ALKBH4	0	22	830	144	0	1	56	0	33
CHRNA4_2349	CHRNA4	0	5	715	447	89	1	2020	3	1
KDM2A_5911	KDM2A	0	19	393	418	0	8	0	0	8
CACNB2_1731	CACNB2	0	13	943	696	8	3	132	5464	2404
PRMT6_8796	PRMT6	0	26	587	811	0	0	0	0	8
MMP16_7001	MMP16	0	40	851	414	551	805	0	0	2027
MMP3_7120	MMP3	0	2	187	48	214	0	85	0	0
HIST1H4A_4690	HIST1H4A	0	25	66	0	0	0	0	0	58
KDM1A_5867	KDM1A	0	30	1154	630	77	831	15	9	9
GRIN2A_4329	GRIN2A	0	14	839	629	280	0	9	2212	0
C9orf114_1530	C9orf114	0	17	1932	896	543	8	19	22	69
FCGR2B_3583	FCGR2B	0	25	2177	1056	169	1727	119	15	20
AVPR1A_1039	AVPR1A	0	7	1312	431	67	1	2	0	1
MMP1_6930	MMP1	0	3	962	652	3440	0	188	0	43
GRIN2B_4344	GRIN2B	0	1	55	200	0	3	0	0	1
GANC_4153	GANC	0	23	603	622	0	0	25	0	2
MT3_7279	MT3	0	2	514	214	22	13	140	0	0
BGLAP_1166	BGLAP	0	34	652	285	34	9	408	7	2
CAT_1823	CAT	0	1	412	468	15	5	141	1	0
PRKAB1_8661	PRKAB1	0	14	645	440	11	161	1337	20	29
TRMT10C_11263	TRMT10C	0	9	322	388	95	2	238	509	4
CLCN2_2435	CLCN2	0	13	1013	784	29	0	234	0	2
KCNH2_5707	KCNH2	0	2	659	472	45	5	62	89	0
GRIN2B_4339	GRIN2B	0	30	467	434	0	55	0	0	0
TBXAS1_10829	TBXAS1	0	20	492	457	1	0	75	0	0
RNMT_9325	RNMT	0	39	1264	1070	1374	1	156	8010	5
MAP2K2_6512	MAP2K2	0	5	656	470	1265	2	362	183	0
RC3H1_9150	RC3H1	0	22	1127	470	0	21	3	1	1
VEGFB_11996	VEGFB	0	1	473	424	292	8	0	0	0
SERPIND1_9828	SERPIND1	0	11	89	94	0	2	2	3422	0
KIAA1456_6172	KIAA1456	0	4	442	208	0	7	0	0	0
ATIC_915	ATIC	0	24	1140	837	37	12	121	78	174
TRMT10C_11270	TRMT10C	0	10	971	415	32	0	12	0	3
PAH_7905	PAH	0	6	1332	1092	352	0	6	11	2528
IFNG_5032	IFNG	0	2	499	412	48	0	0	0	42
ADAR_224	ADAR	0	18	1049	590	337	54	92	406	2
LPL_6414	LPL	0	33	950	219	21	24	0	0	0
COPRS_2481	COPRS	0	25	440	107	33	1	267	0	0
KAT2A_5461	KAT2A	0	4	232	142	11	1	0	0	0
ACHE_198	ACHE	0	17	853	310	179	3	190	0	0
DRD4_3016	DRD4	0	6	633	218	62	17	117	0	20
IGF1R_5064	IGF1R	0	2	755	2	0	0	0	0	1
UBR2_11795	UBR2	0	13	760	56	95	0	0	0	1
SIRT7_10059	SIRT7	0	1	214	242	195	2	1	15	0
CACNA2D2_1709	CACNA2D2	0	15	2433	1262	1958	50	2813	31	101
CACNA2D1_1697	CACNA2D1	0	2	309	176	4	3	6	6066	1
M6PR_6447	M6PR	0	11	1093	1048	358	15	99	37	2168
TBXAS1_10828	TBXAS1	0	18	716	654	335	4	1	0	44
PDE10A_8029	PDE10A	0	27	753	875	17	2	5523	19	1738
KMT2A_6221	KMT2A	0	2	132	8	3	5	5332	10	32
YTHDF3_12455	YTHDF3	0	26	636	665	7	0	132	857	125
ERBB2_3252	ERBB2	0	17	580	496	0	6	0	0	1
SCTR_9783	SCTR	0	6	694	171	0	0	0	0	9
CRTC2_2555	CRTC2	0	27	996	884	237	40	179	10	1
TRIM37_11190	TRIM37	0	27	864	454	0	5	29	344	9
HOPX_4764	HOPX	0	1	634	346	0	538	0	13	0
KDM2A_5924	KDM2A	0	38	631	608	0	28	47	10	0
VAMP1_11954	VAMP1	0	11	680	673	0	19	86	769	2
CDC73_2106	CDC73	0	33	594	641	2070	70	106	0	426
PDE7B_8108	PDE7B	0	8	1713	656	5475	41	11384	259	36
RYBP_9568	RYBP	0	17	1041	424	6110	28	58929	210	1
PSMB2_8880	PSMB2	0	23	1026	502	499	20	37	1	31
NSUN5P1_7712	NSUN5P1	0	5	810	182	51	7	372	0	7
GLP2R_4236	GLP2R	0	2	713	274	0	9	43	0	0
TRMT61A_11469	TRMT61A	0	2	824	193	9	2	26	0	2
FASN_3503	FASN	0	17	919	152	0	16	0	1055	1
MSL2_7266	MSL2	0	32	390	154	0	1	0	0	3
ITGB7_5330	ITGB7	0	14	267	448	62	0	16	0	0
IFNGR2_5048	IFNGR2	0	38	546	554	21	12	142	1	0
C9orf114_1527	C9orf114	0	14	1162	348	0	42	233	16	14
TAF9_10752	TAF9	0	10	1725	1167	6	283	132	17	27
SCN4A_9702	SCN4A	0	21	641	382	0	0	12	1	187
CD274_1967	CD274	0	13	386	386	204	4	18	202	1
FGFR2_3676	FGFR2	0	2	794	450	93	17545	297	83	3
F2R_3436	F2R	0	29	1186	310	57	0	0	0	0
F2_3421	F2	0	2	1440	668	357	0	4	11	56
MTA2_7296	MTA2	0	18	442	554	44	0	8	0	2
TH_10948	TH	0	4	532	197	0	0	14	0	480
IL17A_5094	IL17A	0	1	408	138	61	3	0	0	4
ATF2_905	ATF2	0	17	217	170	0	0	0	0	0
PARP2_7926	PARP2	0	1	585	494	0	13	40	1	2
PDE10A_8021	PDE10A	0	33	1720	1174	2	9	897	0	8
BCL2_1124	BCL2	0	14	948	635	21	897	460	3	3797
AAVS0035_35	AAVS	0	17	485	175	12	1	29	1619	0
IRF7_5258	IRF7	0	1	847	636	0	9	466	0	6
TUBA4A_11595	TUBA4A	0	1	296	262	0	0	316	154	0
TAF10_10688	TAF10	0	2	591	374	3231	5	69	26	0
MEPCE_6794	MEPCE	0	1	522	189	26	10	0	0	0
TUBB3_11626	TUBB3	0	11	289	708	20	1	0	0	0
GLRA3_4264	GLRA3	0	11	875	716	2035	21	66	180	1
GANC_4154	GANC	0	2	773	1033	245	303	11	1313	103
BTK_1386	BTK	0	21	913	668	566	80	2056	4	4156
YTHDF2_12364	YTHDF2	0	24	1480	794	295	105	98	423	160
NSUN2_7617	NSUN2	0	1	966	737	29	3	0	0	14
MMP10_6937	MMP10	0	10	702	762	24	178	176	0	4
ONECUT2_7801	ONECUT2	0	13	206	258	4	17717	42	93	948443
ESR2_3287	ESR2	0	2	457	487	27	5	25	5399	1020
EED_3075	EED	0	14	671	250	1	10	137	0	28
BIRC5_1176	BIRC5	0	3	418	16	0	0	0	0	187
TUBA4A_11591	TUBA4A	0	35	1143	371	0	0	208	1	5
PDE7B_8109	PDE7B	0	9	413	67	0	45	3	1	0
C4A_1473	C4A	0	15	759	822	74	14	4	342	719
HAT1_4479	HAT1	0	35	912	397	89	1309	1	1	1
KAT7_5508	KAT7	0	13	1552	532	5	35	3757	134	1
KCNN4_5792	KCNN4	0	10	1201	478	4	0	101	2	126
KCNB2_5627	KCNB2	0	25	1104	680	0	7	1	0	0
PHC1_8219	PHC1	0	26	336	269	15	7	121	362	4675
TBL1XR1_10794	TBL1XR1	0	1	732	196	443	4	292	6	259
BRAF_1205	BRAF	0	25	664	108	157	490	206	8	8
AAVS0082_82	AAVS	0	13	126	270	0	0	1	1	0
C10orf54_1417	C10orf54	0	17	555	727	1133	69	1	0	39
KDM1B_5875	KDM1B	0	11	767	580	18	74	18	527	0
RING1_9216	RING1	0	2	244	60	632	0	61	0	0
KDM2A_5948	KDM2A	0	3	178	285	0	10	0	0	1
ALAD_438	ALAD	0	1	618	240	0	0	0	54	0
luciferase:1041-1060_luciferase_+_6427	luciferase:1041-1060_luciferase_+	0	13	721	651	441	22	1350	78	81
TGS1_10926	TGS1	0	1	1059	655	39	6	67	39	2
USP38_11892	USP38	0	3	591	399	0	118	0	0	0
IL1R1_5115	IL1R1	0	35	103	140	4	389	0	1	0
MMP8_7146	MMP8	0	10	1228	899	1804	80	0	0	10
GABRB1_4002	GABRB1	0	2	1447	641	0	678	19	4623	15
AR_833	AR	0	25	695	748	19	125	918	19	1
MAVS_6636	MAVS	0	38	566	375	0	0	1	648	0
KCNJ12_5735	KCNJ12	0	1	500	319	0	1	412	3	0
POLA1_8396	POLA1	0	19	321	45	156	37	0	1	0
ADORA2B_296	ADORA2B	0	26	1598	647	13	3	28	2	18
NR1I2_7566	NR1I2	0	4	632	208	282	8	261	1	5
SETD6_9887	SETD6	0	1	253	14	0	1	0	11	0
FGFR1_3664	FGFR1	0	5	270	559	31	19	0	0	2
MED24_6746	MED24	0	23	755	196	7	0	20	0	53
TYR_11698	TYR	0	36	1064	1045	378	8	80	8	1658
HDAC11_4572	HDAC11	0	7	524	169	0	0	5	2392	0
CACNA2D2_1705	CACNA2D2	0	27	819	76	0	0	64	0	0
CXXC1_2767	CXXC1	0	14	525	82	24	250	0	0	91
PRKAA2_8652	PRKAA2	0	36	366	382	0	17	2364	8	43
RFK_9212	RFK	0	14	842	298	0	24	50	718	2
GRIN2D_4367	GRIN2D	0	3	833	480	223	10	405	1046	2
CHRNA4_2356	CHRNA4	0	16	663	403	19	13	58	35	1
PKN1_8258	PKN1	0	1	489	704	0	6	0	2	0
KLKB1_6210	KLKB1	0	2	610	663	18	13	219	541	1
DOT1L_2933	DOT1L	0	2	337	283	0	1	283	0	0
IGF1R_5065	IGF1R	0	7	562	89	0	0	192	1	1
CD274_1959	CD274	0	19	875	380	24	7	5	0	2
CENPE_2215	CENPE	0	2	471	477	34	12	15207	23	78
IRF4_5252	IRF4	0	6	636	484	136	0	147	1356	0
TRMT61A_11461	TRMT61A	0	36	1524	482	5	62	403	14	30
TLR7_11021	TLR7	0	22	894	735	114	344	1064	2	2
TRMT61A_11481	TRMT61A	0	16	498	461	15	19	92	1	0
MMP20_7039	MMP20	0	7	436	322	32	52	14658	73	3063
HTR1D_4876	HTR1D	0	1	761	476	42	0	15	0	6
KAT7_5510	KAT7	0	9	1223	446	1	69	501	2	0
ADRA1D_333	ADRA1D	0	1	561	393	0	281	1	88	25
GUCY2C_4465	GUCY2C	0	15	384	142	0	3	0	0	0
TAF9_10750	TAF9	0	3	388	407	22	12	0	0	0
KANSL2_5443	KANSL2	0	3	1080	208	16	29	0	0	0
GCGR_4176	GCGR	0	1	293	432	21	10	0	0	251
PSMD2_8932	PSMD2	0	2	428	87	76	20	6	0	8
WTAP_12171	WTAP	0	1	781	236	7	0	0	0	14
CD44_2051	CD44	0	14	822	338	1	6	678	1	1
RBBP5_9128	RBBP5	0	1	222	0	5	6	0	0	0
WDR5_12088	WDR5	0	1	657	160	105	1	247	0	2
KDM6B_6072	KDM6B	0	2	568	172	0	20	0	0	0
ALKBH8_600	ALKBH8	0	11	165	229	0	38	0	0	15
CAT_1824	CAT	0	3	675	204	39	0	28	0	0
ADRA1B_330	ADRA1B	0	2	262	290	0	0	0	0	0
ASIC1_890	ASIC1	0	20	685	312	1	58	35	18	0
PDE3A_8033	PDE3A	0	2	626	139	0	0	0	0	0
TYW3_11722	TYW3	0	30	2305	1163	39	789	6352	13	21
SERPINC1_9817	SERPINC1	0	1	986	755	621	5	0	0	0
F2R_3432	F2R	0	2	762	807	96	36	153	0	136
TFB1M_10877	TFB1M	0	2	862	271	0	11	0	0	16
THUMPD3_11006	THUMPD3	0	19	900	130	0	318	50	2	2
USP49_11904	USP49	0	1	207	57	0	1	0	0	0
ODC1_7777	ODC1	0	16	1586	1353	86	38	84	0	970
ASXL1_896	ASXL1	0	3	1537	910	19	273	11210	1210	1
FOLH1_3760	FOLH1	0	2	1245	855	19663	9	0	4	278
TUBE1_11654	TUBE1	0	26	1200	684	261	70	11241	1151	1510
AR_712	AR	0	15	376	471	86	1	546	1	158
RPL6_9394	RPL6	0	11	318	0	3	1	167	1	2
TRDMT1_11172	TRDMT1	0	1	663	549	0	0	0	0	1
MEPCE_6793	MEPCE	0	2	691	589	100	482	517	0	1
TADA1_10637	TADA1	0	20	703	127	0	1	237	0	38
MRGBP_7200	MRGBP	0	2	603	184	0	0	11	1	13
MAPK11_6562	MAPK11	0	2	474	548	0	1	0	0	0
MPL_7177	MPL	0	1	588	151	10	0	10	0	1
MTNR1A_7300	MTNR1A	0	6	1389	822	979	27	12227	29	238
RFK_9207	RFK	0	47	1552	812	1420	159	314	125	12
ABCC2_136	ABCC2	0	9	557	350	97	8	0	0	1
ABCC8_143	ABCC8	0	14	1381	712	26	59	0	0	97
GABRG1_4053	GABRG1	0	13	1239	975	145	67	12	62	56
ADAR_227	ADAR	0	2	1066	670	75	0	0	1	2
LEF1_6353	LEF1	0	18	261	183	28	4	11	74	0
METTL14_6830	METTL14	0	35	354	311	83	52	21	3	146
BAZ1A_1083	BAZ1A	0	1	715	416	94	8	311	6	2
CHD5_2250	CHD5	0	2	519	382	2	18	361	7	0
MMP19_7023	MMP19	0	6	751	692	0	0	165	0	1
CTBP1_2605	CTBP1	0	32	586	479	186	3140	61	2	1
UTY_11942	UTY	0	1	612	426	50	0	0	62	0
YTHDF1_12326	YTHDF1	0	11	925	613	7360	15	114	2	24
SIN3B_9998	SIN3B	0	17	490	116	4	2	0	1	154
C3_1462	C3	0	3	985	332	822	1	37	0	137
CACNA2D1_1696	CACNA2D1	0	2	436	676	65	555	9	7	2
SLC22A8_10173	SLC22A8	0	17	695	463	579	13	10805	38	0
RAF1_9049	RAF1	0	13	239	52	0	0	54	89	0
ATXN3L_979	ATXN3L	0	13	1151	1267	786	0	25	80	109
MAVS_6590	MAVS	0	2	640	42	0	0	360	0	14
SMOX_10338	SMOX	0	22	610	344	52	149	104	467	207
YTHDF3_12453	YTHDF3	0	2	391	294	664	6	14	1	0
PPM1F_8508	PPM1F	0	2	144	37	0	0	267	2	1
METTL3_6857	METTL3	0	9	426	53	0	0	1	34	0
RC3H2_9160	RC3H2	0	1	1305	848	0	2	8	1	9
CD2_1924	CD2	0	31	771	371	17	604	0	1	1
PRDM9_8619	PRDM9	0	1	326	48	0	0	0	0	0
PRDX5_8627	PRDX5	0	1	564	270	6	460	0	0	29
CD86_2091	CD86	0	21	1527	753	0	6	537	2	4
SATB1_9618	SATB1	0	3	2473	1717	229	490	546	25	26429
AAVS0074_74	AAVS	0	3	673	715	3	27	0	0	0
MRGBP_7198	MRGBP	0	3	880	464	254	8	3	75	0
TARBP1_10779	TARBP1	0	32	399	105	0	0	21	0	0
GLRB_4273	GLRB	0	4	928	550	41	2	0	0	417
SMYD2_10366	SMYD2	0	1	211	293	2	1	0	12	0
MMP26_7092	MMP26	0	14	613	867	1102	0	178	233	21
AAVS0092_92	AAVS	0	23	535	470	92	12	77	9	20
CHEK1_2264	CHEK1	0	3	980	154	0	3	12	0	119
FCGR3B_3606	FCGR3B	0	4	819	579	29	0	12	1	422
HDAC4_4607	HDAC4	0	1	371	81	2	34	0	0	38
HCRTR2_4544	HCRTR2	0	5	1043	1112	275	42	66	1	0
UGCG_11803	UGCG	0	27	808	469	0	11	0	1	133
RPS6KA4_9419	RPS6KA4	0	13	447	226	0	0	0	165	0
MMP16_6999	MMP16	0	18	1738	726	1	3	15	8	5
LacZ_6269	LacZ	0	1	518	396	1004	0	22	96	11
ATXN7_991	ATXN7	0	2	1069	561	40	518	0	32	28
CREBBP_2548	CREBBP	0	13	1700	895	392	6	550	1	141
TAF1L_10706	TAF1L	0	2	1498	748	120	1	26	603	4
KCNH2_5702	KCNH2	0	17	1025	221	505	1	0	0	25
P2RX4_7849	P2RX4	0	1	502	583	91	15	2	0	0
CXXC1_2766	CXXC1	0	30	646	372	34	0	0	31	1
SCN3A_9685	SCN3A	0	7	1906	712	310	1	311	19	2381
CD86_2075	CD86	0	13	1008	1054	76	0	23	64	152
RNMT_9290	RNMT	0	26	1106	701	60	36	10	2	1
AR_783	AR	0	27	791	893	19	9	884	822	2
KCNC2_5643	KCNC2	0	2	759	333	88	2	10	81	0
YTHDF1_12351	YTHDF1	0	1	312	131	1770	25	0	0	0
KDM4A_5991	KDM4A	0	2	1470	449	95	1	0	0	2
DDB2_2861	DDB2	0	11	226	58	56	172	83	0	2
CBX8_1835	CBX8	0	14	356	115	0	39	0	0	0
FLT3_3729	FLT3	0	3	558	109	36	171	0	0	1
HTR1F_4888	HTR1F	0	15	543	47	0	0	4	1	1
PARP3_7940	PARP3	0	17	620	438	0	0	63	25	0
KDM5B_6030	KDM5B	0	27	1013	892	4	1	13	2872	2567
KCNQ2_5817	KCNQ2	0	30	690	546	1	208	109	11	525
